FER:11:049:C	'Cause I was there when you said, "Forever and always"
FER:11:050:I	You didn't mean it, baby
FER:11:051:I	You said, "Forever and always," yeah
FER:12:001:V	I'm five years old, it's gettin' cold, I've got my big coat on
FER:12:002:V	I hear your laugh and look up smilin' at you, I run and run
FER:12:003:V	Past the pumpkin patch and the tractor rides, look, now the sky is gold
FER:12:004:V	I hug your legs and fall asleep on the way home
FER:12:005:C	I don't know why all the trees change in the fall
FER:12:006:C	But I know you're not scared of anything at all
FER:12:007:C	Don't know if Snow-White's house is near or far away
FER:12:008:C	But I know I had the best day with you today
FER:12:009:V	I'm thirteen now and don't know how my friends could be so mean
FER:12:010:V	I come home cryin' and you hold me tight and grab the keys
FER:12:011:V	And we drive and drive until we found a town far enough away
FER:12:012:V	And we talk and window shop 'til I've forgotten all their names
FER:12:013:C	I don't know who I'm gonna talk to now at school
FER:12:014:C	But I know I'm laughin' on the car ride home with you
FER:12:015:C	Don't know how long it's gonna take to feel okay
FER:12:016:C	But I know I had the best day with you today
FER:12:017:B	I have an excellent father, his strength is making me stronger
FER:12:018:B	god smiles on my little brother, inside and out, he's better than I am
FER:12:019:B	I grew up in a pretty house and I had space to run
FER:12:020:B	And I had the best days with you
FER:12:021:V	There is a video I found from back when I was three
FER:12:022:V	You set up a paint set in the kitchen and you're talkin' to me
FER:12:023:V	It's the age of princesses and pirate ships and the seven dwarves
FER:12:024:V	Daddy's smart and you're the prettiest lady in the whole wide world
FER:12:025:C	Now I know why all the trees change in the fall
FER:12:026:C	I know you were on my side even when I was wrong
FER:12:027:C	And I love you for givin' me your eyes
FER:12:028:C	For staying back and watchin' me shine
FER:12:029:C	And I didn't know if you knew
FER:12:030:C	So I'm taking this chance to say
FER:12:031:C	That I had the best day with you today
FER:13:001:V	Well, it's a sad picture, the final blow hits ya
FER:13:002:V	Somebody else gets what you wanted again and
FER:13:003:V	You know it's all the same, another time and place
FER:13:004:V	Repeatin' history and you're gettin' sick of it
FER:13:005:C	But I believe in whatever you do
FER:13:006:C	And I'll do anything to see it through
FER:13:007:C	Because these things will change, can you feel it now?
FER:13:008:C	These walls that they put up to hold us back will fall down
FER:13:009:C	This revolution, the time will come for us to finally win
FER:13:010:C	And we'll sing hallelujah, we'll sing hallelujah
FER:13:011:C	Oh, oh
FER:13:012:V	So we've been outnumbered, raided and, now, cornered
FER:13:013:V	It's hard to fight when the fight ain't fair
FER:13:014:V	We're getting stronger now, find things they never found
FER:13:015:V	They might be bigger but we're faster and never scared
FER:13:016:C	You can walk away, say, "We don't need this"
FER:13:017:C	But there's somethin' in your eyes, says, "We can beat this"
FER:13:018:C	'Cause these things will change, can you feel it now?
FER:13:019:C	These walls that they put up to hold us back will fall down
FER:13:020:C	This revolution, the time will come for us to finally win
FER:13:021:C	And we'll sing hallelujah, we'll sing hallelujah
FER:13:022:C	Oh, oh-woah
FER:13:023:B	Tonight, we'll stand and get off our knees
FER:13:024:B	Fight for what we've worked for all these years
FER:13:025:B	And the battle was long, it's the fight of our lives
FER:13:026:B	But we'll stand up champions tonight
FER:13:027:C	It was the night things changed, can you see it now?
FER:13:028:C	When the walls that they put up to hold us back fell down
FER:13:029:C	It's a revolution, throw your hands up 'cause we never gave in
FER:13:030:C	And we'll sing hallelujah, we sang hallelujah, oh
FER:13:031:I	Hallelujah
FER:14:001:V	I like the way you sound in the mornin'
FER:14:002:V	We're on the phone and without a warnin'
FER:14:003:V	I realize your laugh is the best sound
FER:14:004:V	I have ever heard
FER:14:005:V	I like the way I can't keep my focus
FER:14:006:V	I watch you talk, you didn't notice
FER:14:007:V	I hear the words, but all I can think is
FER:14:008:V	"We should be together"
FER:14:009:C	Every time you smile, I smile
FER:14:010:C	And every time you shine, I'll shine for you
FER:14:011:C	Woah-oh, I'm feelin' you, baby
FER:14:012:C	Don't be afraid to jump, then fall
FER:14:013:C	Jump, then fall into me
FER:14:014:C	Baby, I'm never gonna leave you
FER:14:015:C	Say that you wanna be with me too
FER:14:016:C	'Cause I'ma stay through it all
FER:14:017:C	So, jump, then fall
FER:14:018:V	Huh, well, I like the way your hair falls in your face
FER:14:019:V	You got the keys to me, I love each freckle on your face, oh
FER:14:020:V	I've never been so wrapped up, honey
FER:14:021:V	I like the way you're everything I ever wanted
FER:14:022:V	I had time to think it oh-over
FER:14:023:V	And all I can say is, "Come closer"
FER:14:024:V	Take a deep breath and jump, then fall into me
FER:14:025:C	'Cause every time you smile, I smile
FER:14:026:C	And every time you shine, I'll shine for you
FER:14:027:C	Woah-oh, I'm feelin' you, baby
FER:14:028:C	Don't be afraid to jump, then fall
FER:14:029:C	Jump, then fall into me
FER:14:030:C	Baby, I'm never gonna leave you
FER:14:031:C	Say that you wanna be with me too
FER:14:032:C	'Cause I'ma stay through it all
FER:14:033:C	So, jump, then fall
FER:14:034:B	The bottom's gonna drop out from under our feet
FER:14:035:B	I'll catch you, I'll catch you
FER:14:036:B	When people say things that bring you to your knees
FER:14:037:B	I'll catch you
FER:14:038:B	The time is gonna come when you're so mad you could cry
FER:14:039:B	But I'll hold you through the night until you smile
FER:14:040:C	Woah-oh, I need you, baby
FER:14:041:C	Don't be afraid, please, jump, then fall
FER:14:042:C	Jump, then fall into me
FER:14:043:C	Baby, I'm never gonna leave you
FER:14:044:C	Say that you wanna be with me too
FER:14:045:C	'Cause I'ma stay through it all
FER:14:046:C	So, jump, then fall
FER:14:047:C	Jump, then fall, baby
FER:14:048:C	Jump, then fall into me, into me
FER:14:049:I	Every time you smile, I smile
FER:14:050:I	And every time you shine, I'll shine
FER:14:051:I	And every time you're here
FER:14:052:I	Baby, I'll show you, I'll show you
FER:14:053:I	You can jump, then fall, jump, then fall
FER:14:054:I	Jump, then fall into me, into me, yeah
FER:15:001:V	Untouchable like a distant diamond sky
FER:15:002:V	I'm reachin' out and I just can't tell you why
FER:15:003:V	I'm caught up in you, I'm caught up in you
FER:15:004:C	Untouchable, burning brighter than the sun
FER:15:005:C	And when you're close, I feel like comin' undone
FER:15:006:C	In the middle of the night, when I'm in this dream
FER:15:007:C	It's like a million little stars spellin' out your name
FER:15:008:C	You gotta come on, come on, say that we'll be together
FER:15:009:C	Come on, come on, little taste of Heaven
FER:15:010:C	Oh, oh
FER:15:011:V	It's half full and I won't wait here all day
FER:15:012:V	I know you're sayin' that you'd be here anyway
FER:15:013:C	But you're untouchable, burnin' brighter than the sun
FER:15:014:C	And now that you're close, I feel like comin' undone
FER:15:015:C	In the middle of the night, when I'm in this dream
FER:15:016:C	It's like a million little stars spellin' out your name
FER:15:017:C	You gotta come on, come on, say that we'll be together
FER:15:018:C	Come on, come on, oh
FER:15:019:C	In the middle of the night, wakin' from this dream
FER:15:020:C	I wanna feel you by my side, standin' next to me
FER:15:021:C	You gotta come on, come on, say that we'll be together
FER:15:022:C	Come on, come on, little taste of Heaven
FER:15:023:C	I'm caught up in you
FER:15:024:C	Oh, oh
FER:15:025:C	But you're untouchable, burnin' brighter than the sun
FER:15:026:C	Now that you're close, I feel like comin' undone
FER:15:027:C	In the middle of the night, when I'm in this dream
FER:15:028:C	It's like a million little stars spellin' out your name
FER:15:029:C	You gotta come on, come on, say that we'll be together
FER:15:030:C	Come on, come on, oh
FER:15:031:C	In the middle of the night, when I'm in this dream
FER:15:032:C	It's like a million little stars spellin' out your name
FER:15:033:C	You gotta come on, come on, say that we'll be together
FER:15:034:C	Come on, come on, come on
FER:15:035:C	In the middle of the night, wakin' from this dream
FER:15:036:C	I wanna feel you by my side, standin' next to me
FER:15:037:C	You gotta come on, come on, say that we'll be together
FER:15:038:C	Come on, come on, little taste of Heaven
FER:15:039:C	Oh, oh, oh, oh
FER:15:040:C	And in the middle of the night, when I'm in this dream
FER:15:041:C	It's like a million little stars spellin' out your name
FER:15:042:C	You gotta come on, come on, oh
FER:15:043:C	Come on, come on, come on, come on
FER:15:044:C	Oh, oh, oh, oh
FER:15:045:I	It's like a million little stars spellin' out your name
FER:15:046:I	Spellin' out your name, oh
FER:17:001:V	I could go back to every laugh
FER:17:002:V	But I don't wanna go there anymore
FER:17:003:V	And I know all the steps up to your door
FER:17:004:V	But I don't wanna go there anymore
FER:17:005:C	Talk to the wind, talk to the sky
FER:17:006:C	Talk to the man with the reasons why
FER:17:007:C	And let me know what you find
FER:17:008:C	I'll leave my window open
FER:17:009:C	'Cause I'm too tired at night to call your name
FER:17:010:C	Just know, I'm right here hopin'
FER:17:011:C	That you'll come in with the rain
FER:17:012:V	I could stand up and sing you a song
FER:17:013:V	But I don't wanna have to go that far
FER:17:014:V	And I, I've got you down, I know you by heart
FER:17:015:V	And you don't even know where I start
FER:17:016:C	Talk to yourself, talk to the tears
FER:17:017:C	Talk to the man who put you here
FER:17:018:C	And don't wait for the sky to clear
FER:17:019:C	I'll leave my window open
FER:17:020:C	'Cause I'm too tired at night to call your name, oh
FER:17:021:C	Just know, I'm right here hopin'
FER:17:022:C	That you'll come in with the rain
FER:17:023:B	I've watched you so long
FER:17:024:B	Screamed your name
FER:17:025:B	I don't know what else I can say
FER:17:026:C	I'll leave my window open
FER:17:027:C	'Cause I'm too tired at night for all these games
FER:17:028:C	Just know, I'm right here hopin'
FER:17:029:C	That you'll come in with the rain
FER:17:030:I	I could go back to every laugh
FER:17:031:I	But I don't wanna go there anymore
FER:18:001:V	This is wrong, but I can't help but feel like
FER:18:002:V	There ain't nothin' more right, babe
FER:18:003:V	Misty mornin' comes again and I can't
FER:18:004:V	Help but wish I could see your face
FER:18:005:V	I knew from the first note played
FER:18:006:V	I'd be breakin' all my rules to see you
FER:18:007:C	You smile that beautiful smile
FER:18:008:C	And all the girls in the front row
FER:18:009:C	Scream your name
FER:18:010:C	So dim that spotlight, tell me things like
FER:18:011:C	"I can't keep my eyes off of you"
FER:18:012:C	I'm no one special, just another wide-eyed girl
FER:18:013:C	Who's desperately in love with you
FER:18:014:C	Give me a photograph to hang on my wall
FER:18:015:C	Superstar
FER:18:016:V	Mornin' loneliness comes around when I'm not
FER:18:017:V	Dreamin' about you
FER:18:018:V	When my world wakes up today
FER:18:019:V	You'll be in another town
FER:18:020:V	And I knew when I saw your face
FER:18:021:V	I'd be counting down the ways to see you
FER:18:022:C	You smile that beautiful smile
FER:18:023:C	And all the girls in the front row
FER:18:024:C	Scream your name
FER:18:025:C	So dim that spotlight, tell me things like
FER:18:026:C	"I can't take my eyes off of you"
FER:18:027:C	I'm no one special, just another wide-eyed girl
FER:18:028:C	Who's desperately in love with you
FER:18:029:C	Give me a photograph to hang on my wall
FER:18:030:C	Superstar
FER:18:031:B	You played in bars, you play guitar
FER:18:032:B	I'm invisible and everyone knows who you are
FER:18:033:B	And you'll never see, you sing me to sleep
FER:18:034:B	Every night from the radio
FER:18:035:C	So dim that spotlight, tell me things like
FER:18:036:C	"I can't take my eyes off of you"
FER:18:037:C	I'm no one special, just another wide-eyed girl
FER:18:038:C	Who's desperately in love with you
FER:18:039:C	Give me a photograph to hang on my wall
FER:18:040:C	Superstar
FER:18:041:I	Sweet, sweet superstar
FER:18:042:I	Superstar
FER:19:001:V	In the heat of the fight, I walked away
FER:19:002:V	Ignorin' words that you were sayin', tryna make me stay
FER:19:003:V	I said, "This time I've had enough"
FER:19:004:V	And you've called a hundred times
FER:19:005:V	But I'm not pickin' up
FER:19:006:C	'Cause I'm so mad, I might tell you that it's over
FER:19:007:C	But if you look a little closer
FER:19:008:C	I said, "Leave," but all I really want is you
FER:19:009:C	To stand outside my window, throwin' pebbles
FER:19:010:C	Screamin', "I'm in love with you"
FER:19:011:C	Wait there in the pourin' rain, comin' back for more
FER:19:012:C	And don't you leave 'cause I know
FER:19:013:C	All I need is on the other side of the door
FER:19:014:V	Well, me and my stupid pride are sittin' here alone
FER:19:015:V	Goin' through the photographs, starin' at the phone
FER:19:016:V	I keep goin' back over things we both said
FER:19:017:V	And I remember the slammin' door
FER:19:018:V	And all the things that I misread
FER:19:019:C	Oh, babe, if you know everything
FER:19:020:C	Tell me why you couldn't see
FER:19:021:C	When I left, I wanted you to chase after me, yeah
FER:19:022:C	I said, "Leave," but all I really want is you
FER:19:023:C	To stand outside my window throwin' pebbles
FER:19:024:C	Screamin', "I'm in love with you"
FER:19:025:C	Wait there in the pourin' rain, comin' back for more
FER:19:026:C	And don't you leave 'cause I know
FER:19:027:C	All I need is on the other side of the door
FER:19:028:B	And I'll scream out the window
FER:19:029:B	"I can't even look at you"
FER:19:030:B	I don't need you, but I do, I do, I do
FER:19:031:B	I say, "There's nothin' you can say
FER:19:032:B	To make this right again, I mean it, I mean it"
FER:19:033:B	But what I mean is
FER:19:034:C	I said, "Leave," but, baby, all I want is you
FER:19:035:C	To stand outside my window throwin' pebbles
FER:19:036:C	Screamin', "I'm in love with you"
FER:19:037:C	Wait there in the pourin' rain, comin' back for more
FER:19:038:C	And don't you leave 'cause I know
FER:19:039:C	All I need is on the other side of the door
FER:19:040:I	With your face and the beautiful eyes
FER:19:041:I	And the conversation with the little white lies
FER:19:042:I	And the faded picture of a beautiful night
FER:19:043:I	You carried me from your car up the stairs
FER:19:044:I	And I broke down cryin', was she worth this mess?
FER:19:045:I	After everything and that little black dress
FER:19:046:I	After everything, I must confess
FER:19:047:I	I need you
FER:20:001:V	Today was a fairytale, you were the prince
FER:20:002:V	I used to be a damsel in distress
FER:20:003:V	You took me by the hand and you picked me up at six
FER:20:004:V	Today was a fairytale
FER:20:005:V	Today was a fairytale
FER:20:006:V	Today was a fairytale, I wore a dress
FER:20:007:V	You wore a dark gray T-shirt
FER:20:008:V	You told me I was pretty when I looked like a mess
FER:20:009:V	Today was a fairytale
FER:20:010:C	Time slows down
FER:20:011:C	Whenever you're around
FER:20:012:C	Well, can you feel this magic in the air?
FER:20:013:C	It must have been the way you kissed me
FER:20:014:C	Fell in love when I saw you standing there
FER:20:015:C	It must have been the way
FER:20:016:C	Today was a fairytale
FER:20:017:C	It must have been the way
FER:20:018:C	Today was a fairytale
FER:20:019:V	Today was a fairytale, you've got a smile
FER:20:020:V	That takes me to another planet
FER:20:021:V	Every move you make, everything you say is right
FER:20:022:V	Today was a fairytale
FER:20:023:V	Today was a fairytale, all that I can say
FER:20:024:V	Is, now it's gettin' so much clearer
FER:20:025:V	Nothing made sense 'til the time I saw your face
FER:20:026:V	Today was a fairytale
FER:20:027:C	Time slows down
FER:20:028:C	Whenever you're around, yeah
FER:20:029:C	But can you feel this magic in the air?
FER:20:030:C	It must have been the way you kissed me
FER:20:031:C	Fell in love when I saw you standing there
FER:20:032:C	It must have been the way
FER:20:033:C	Today was a fairytale
FER:20:034:C	It must have been the way
FER:20:035:C	Today was a fairytale
FER:20:036:B	Time slows down
FER:20:037:B	Whenever you're around
FER:20:038:B	I can feel my heart
FER:20:039:B	It's beating in my chest
FER:20:040:B	Did you feel it?
FER:20:041:B	I can't put this down
FER:20:042:C	But can you feel this magic in the air?
FER:20:043:C	It must have been the way you kissed me
FER:20:044:C	Fell in love when I saw you standing there
FER:20:045:C	It must have been the way
FER:20:046:C	But can you feel this magic in the air?
FER:20:047:C	It must have been the way you kissed me
FER:20:048:C	Fell in love when I saw you standing there
FER:20:049:C	It must have been the way
FER:20:050:C	Today was a fairytale
FER:20:051:C	It must have been the way
FER:20:052:C	Today was a fairytale
FER:20:053:I	Oh, oh, yeah, woah
FER:20:054:I	Today was a fairytale
FER:21:001:V	Once the last drop of rain has dried off the pavement
FER:21:002:V	Shouldn't I find a stain? But I never do
FER:21:003:V	The way the tires turn stones on old county roads
FER:21:004:V	They leave 'em muddy underneath, reminds me of you
FER:21:005:V	You find graffiti on the walls of old bathroom stalls, you know
FER:21:006:V	You can scratch it right off, it's how it used to be
FER:21:007:V	But like the dollar in your pocket, it's been spent and traded in
FER:21:008:V	You can't change where it's been, reminds me of me
FER:21:009:C	I lived and I learned
FER:21:010:C	Had you, got burned
FER:21:011:C	Held out and held on
FER:21:012:C	god knows, too long, and wasted time
FER:21:013:C	Lost tears, swore that I'd get out of here
FER:21:014:C	But no amount of freedom gets you clean
FER:21:015:C	I've still got you all over me
FER:21:016:V	The best and worst day of June
FER:21:017:V	Was the one that I met you
FER:21:018:V	With your hands in your pockets
FER:21:019:V	And your "Don't you wish you had me?" grin
FER:21:020:V	Well I did, so I smiled, and I melted like a child
FER:21:021:V	Now, every breath of air I breathe reminds me of then
FER:21:022:C	And I lived and I learned
FER:21:023:C	Had you, got burned
FER:21:024:C	Held out and held on
FER:21:025:C	god knows, too long, and wasted time
FER:21:026:C	Lost tears, swore that I'd get out of here
FER:21:027:C	But no amount of freedom gets you clean
FER:21:028:C	I've still got you all over me
FER:21:029:C	I lived and I learned
FER:21:030:C	And found out what it was to turn around
FER:21:031:C	And see that we
FER:21:032:C	Were never really meant to be
FER:21:033:C	So I lied, and I cried
FER:21:034:C	And I watched a part of myself die
FER:21:035:C	'Cause no amount of freedom gets you clean
FER:21:036:C	I've still got you all over me
FER:21:037:I	I've still got you all over me
FER:21:038:I	Still got you all over me
FER:22:001:V	Mr. "Perfect face," Mr. "Here to stay"
FER:22:002:V	Mr. "Looked me in the eye and told me you would never go away"
FER:22:003:V	Everything was right, Mr. "I've been waitin' for you all my life"
FER:22:004:V	Mr. "Every single day until the end, I will be by your side"
FER:22:005:C	But that was when I got to know Mr. "Change of heart"
FER:22:006:C	Mr. "Leaves me all alone," I fall apart
FER:22:007:C	It takes everything in me just to get up each day
FER:22:008:C	But it's wonderful to see that you're okay
FER:22:009:C	Hello, Mr. "Perfectly fine"
FER:22:010:C	How's your heart after breakin' mine?
FER:22:011:C	Mr. "Always at the right place at the right time," baby
FER:22:012:C	Hello, Mr. "Casually cruel"
FER:22:013:C	Mr. "Everything revolves around you"
FER:22:014:C	I've been Miss Misery since your goodbye
FER:22:015:C	And you're Mr. "Perfectly fine"
FER:22:016:V	Mr. "Never told me why," Mr. "Never had to see me cry"
FER:22:017:V	Mr. "Insincere apology, so he doesn't look like the bad guy"
FER:22:018:V	He goes about his day, forgets he ever even heard my name
FER:22:019:V	Well, I thought you might be different than the rest, I guess you're all the same
FER:22:020:C	Because I hear he's got his arm 'round a brand-new girl
FER:22:021:C	I've been pickin' up my heart, he's been pickin' up her
FER:22:022:C	And I never got past what you put me through
FER:22:023:C	But it's wonderful to see that it never phased you
FER:22:024:C	Hello, Mr. "Perfectly fine"
FER:22:025:C	How's your heart after breakin' mine?
FER:22:026:C	Mr. "Always at the right place at the right time," baby
FER:22:027:C	Hello, Mr. "Casually cruel"
FER:22:028:C	Mr. "Everything revolves around you"
FER:22:029:C	I've been Miss Misery since your goodbye
FER:22:030:C	And you're Mr. "Perfectly fine"
FER:22:031:B	So dignified in your well-pressed suit
FER:22:032:B	So strategized, all the eyes on you
FER:22:033:B	Sashay your way to your seat
FER:22:034:B	It's the best seat in the best room
FER:22:035:B	Oh, he's so smug, Mr. "Always wins"
FER:22:036:B	So far above me in every sense
FER:22:037:B	So far above feelin' anything
FER:22:038:B	And it's really such a shame
FER:22:039:B	It's such a shame
FER:22:040:B	'Cause I was Miss "Here to stay"
FER:22:041:B	Now I'm Miss "Gonna be alright someday"
FER:22:042:B	And someday, maybe you'll miss me
FER:22:043:B	But by then, you'll be Mr. "Too late"
FER:22:044:C	Goodbye, Mr. "Perfectly fine"
FER:22:045:C	How's your heart after breakin' mine?
FER:22:046:C	Mr. "Always at the right place at the right time," baby
FER:22:047:C	Goodbye, Mr. "Casually cruel"
FER:22:048:C	Mr. "Everything revolves around you"
FER:22:049:C	I've been Miss Misery for the last time
FER:22:050:C	And you're Mr. "Perfectly fine"
FER:22:051:I	You're perfectly fine
FER:22:052:I	Mr. "Looked me in the eye and told me you would never go away"
FER:22:053:I	You said you'd never go away
FER:23:001:V	We used to walk along the streets
FER:23:002:V	When the porch lights were shinin' bright
FER:23:003:V	Before I had somewhere to be
FER:23:004:V	Back when we had all night
FER:23:005:V	And we were happy
FER:23:006:V	I do recall a good while back
FER:23:007:V	We snuck into the circus
FER:23:008:V	You threw your arms around my neck
FER:23:009:V	Back when I deserved it
FER:23:010:V	And we were happy
FER:23:011:C	When it was good, baby, it was good, baby
FER:23:012:C	We showed 'em all up
FER:23:013:C	No one could touch the way we
FER:23:014:C	Laughed in the dark, talkin' 'bout your daddy's farm
FER:23:015:C	We were gonna buy someday
FER:23:016:C	And we were happy
FER:23:017:V	We used to watch the Sun go down
FER:23:018:V	On the boats in the water
FER:23:019:V	That's sorta how I feel right now
FER:23:020:V	And goodbye's so much harder
FER:23:021:V	'Cause we were happy
FER:23:022:C	When it was good, baby, it was good, baby
FER:23:023:C	We showed 'em all up
FER:23:024:C	No one could touch the way we
FER:23:025:C	Laughed in the dark, talkin' 'bout your daddy's farm
FER:23:026:C	We were gonna buy someday
FER:23:027:C	And we were happy
FER:23:028:C	We were happy
FER:23:029:B	Oh, I hate those voices
FER:23:030:B	Tellin' me I'm not in love anymore
FER:23:031:B	But they don't give me choices
FER:23:032:B	And that's what these tears are for
FER:23:033:C	'Cause we were happy
FER:23:034:C	We were happy
FER:23:035:C	When it was good, baby, it was good, baby
FER:23:036:C	We showed 'em all up
FER:23:037:C	No one could touch the way we
FER:23:038:C	Laughed in the dark, talkin' 'bout your daddy's farm
FER:23:039:C	And you were gonna marry me
FER:23:040:C	And we were happy
FER:23:041:I	We were happy
FER:23:042:I	Oh, we were happy
FER:24:001:V	You said, "I know"
FER:24:002:V	When I said, "I need some time, need some space
FER:24:003:V	To think about all of this"
FER:24:004:V	And you watched me go
FER:24:005:V	And I knew my words were hard to hear
FER:24:006:V	And harder to ever take back
FER:24:007:C	And I said, "When can I come back?"
FER:24:008:C	And you said, "That's when
FER:24:009:C	When I wake up in the morning
FER:24:010:C	That's when, when it's sunny or stormin'
FER:24:011:C	Laughin', when I'm cryin'
FER:24:012:C	And that's when
FER:24:013:C	I'll be waitin' at the front gate
FER:24:014:C	That's when, when I see your face
FER:24:015:C	I'll let you in and, baby, that's when"
FER:24:016:C	Mmm, mm
FER:24:017:V	I said, "I know"
FER:24:018:V	When you said, "I did you wrong, made mistakes
FER:24:019:V	And put you through all of this" (Through all of this)
FER:24:020:V	Then through the phone
FER:24:021:V	Came all your tears
FER:24:022:V	And I said, "Leave those all in our past"
FER:24:023:C	And you said, "When can I come back?"
FER:24:024:C	And I said, "That's when
FER:24:025:C	When I wake up in the morning
FER:24:026:C	That's when, when it's sunny or stormin'
FER:24:027:C	Laughin', when I'm cryin'
FER:24:028:C	And that's when
FER:24:029:C	I'll be waitin' at the front gate
FER:24:030:C	That's when, when I see your face
FER:24:031:C	I'll let you in and, baby, that's when"
FER:24:032:B	And you said, "Honestly
FER:24:033:B	When you were gone
FER:24:034:B	Did you ever think of me?"
FER:24:035:C	And I said, "That's when
FER:24:036:C	When I woke up in the morning
FER:24:037:C	That's when it was sunny or stormin'
FER:24:038:C	Laughin', when I was cryin'
FER:24:039:C	And that's when
FER:24:040:C	You were waitin' at the front gate
FER:24:041:C	That's when, when I saw your face
FER:24:042:C	You let me in, and baby, that's when"
FER:24:043:I	(That's when)
FER:24:044:I	(When I woke up in the morning) Yeah
FER:24:045:I	(That's when it was sunny or stormin')
FER:24:046:I	When I'm laughin', when I'm cryin'
FER:24:047:I	(That's when I'll be waitin' at the front gate)
FER:24:048:I	That's when I miss you, that's when I want you
FER:24:049:I	(That's when, when I see your face)
FER:24:050:I	That's when I love you, that's when
FER:25:001:V	Hey, I knew I'd run into you somewhere
FER:25:002:V	It's been a while, I didn't mean to stare
FER:25:003:V	I heard she's nothin' like me
FER:25:004:V	I'm sure she'll make you happy
FER:25:005:C	But don't you
FER:25:006:C	Don't you smile at me and ask me how I've been
FER:25:007:C	Don't you say you've missed me if you don't want me again
FER:25:008:C	You don't know how much I feel I love you still
FER:25:009:C	So why don't you, don't you?
FER:25:010:V	Sometimes, I really wish that I could hate you
FER:25:011:V	I've tried, but that's just somethin' I can't do
FER:25:012:V	My heart knows what the truth is
FER:25:013:V	I swore I wouldn't do this
FER:25:014:C	But don't you
FER:25:015:C	Don't you smile at me and ask me how I've been
FER:25:016:C	Don't you say you've missed me if you don't want me again
FER:25:017:C	You don't know how much I feel I love you still
FER:25:018:C	So why don't you, don't you?
FER:25:019:B	So I'll walk out of here tonight
FER:25:020:B	Try to go on with my life
FER:25:021:B	And you can say we're still friends
FER:25:022:B	(But I don't wanna pretend)
FER:25:023:B	So if I see you again
FER:25:024:C	Don't you (Don't you)
FER:25:025:C	Don't you smile at me and ask me how I've been
FER:25:026:C	Don't you (Don't you) say you've missed me if you don't want me again
FER:25:027:C	You don't (You don't) know how much I feel I love you still
FER:25:028:C	So why don't you, don't you?
FER:25:029:I	Don't you
FER:26:001:V	It wasn't just like a movie
FER:26:002:V	The rain didn't soak through my clothes, down to my skin
FER:26:003:V	I'm drivin' away and I, I guess you could say
FER:26:004:V	This is the last time I'll drive this way again
FER:26:005:V	Lost in the gray and I try to grab at the fray
FER:26:006:V	'Cause I, I still love you, but I can't
FER:26:007:C	Bye, bye to everything I thought was on my side
FER:26:008:C	Bye, bye, baby
FER:26:009:C	I want you bad, but it's come down to nothing
FER:26:010:C	And all I have is your sympathy
FER:26:011:C	'Cause you took me home but you just couldn't keep me
FER:26:012:C	Bye, bye, baby
FER:26:013:C	Bye, bye, baby
FER:26:014:V	The picture frame is empty
FER:26:015:V	On the dresser, vacant just like me
FER:26:016:V	I see your writing on the dash
FER:26:017:V	Then back to your hesitation
FER:26:018:V	I was so sure of everything
FER:26:019:V	Everything I thought we'd always have
FER:26:020:V	Guess I never doubted it
FER:26:021:V	Then the here and the now floods in
FER:26:022:V	Feels like I'm becoming a part of your past
FER:26:023:C	Bye, bye to everything I thought was on my side
FER:26:024:C	Bye, bye, baby
FER:26:025:C	I want you bad, but it's come down to nothing
FER:26:026:C	And all I have is your sympathy
FER:26:027:C	'Cause you took me home but you just couldn't keep me
FER:26:028:C	Bye, bye, baby
FER:26:029:B	And there's so much that I can't touch
FER:26:030:B	You're all I want, but it's not enough this time
FER:26:031:B	And all the pages are just slipping through my hands
FER:26:032:B	And I'm so scared of how this ends
FER:26:033:C	Bye, bye to everything I thought was on my side
FER:26:034:C	Bye, bye, baby
FER:26:035:C	I want you bad, but it's come down to nothing
FER:26:036:C	And all I have is your sympathy
FER:26:037:C	'Cause you took me home but you just couldn't keep me
FER:26:038:C	Bye, bye to everything I thought was on my side
FER:26:039:C	Bye, bye, baby
FER:26:040:C	I want you bad, but it's come down to nothing
FER:26:041:C	And all I have is your sympathy
FER:26:042:C	'Cause you took me home but you just couldn't keep me
FER:26:043:C	Oh, you took me home, I thought you were gonna keep me
FER:26:044:C	Bye, bye, baby
FER:26:045:C	Bye, bye, baby
SPN:01:001:I	Ah-ah, ah-ah
SPN:01:002:I	Ah-ah, ah-ah
SPN:01:003:V	You were in college working part-time, waiting tables
SPN:01:004:V	Left a small town, never looked back
SPN:01:005:V	I was a flight risk with a fear of falling
SPN:01:006:V	Wondering why we bother with love if it never lasts
SPN:01:007:C	I say, "Can you believe it?"
SPN:01:008:C	As we're lying on the couch
SPN:01:009:C	The moment I could see it
SPN:01:010:C	Yes, yes, I can see it now
SPN:01:011:C	Do you remember, we were sitting there by the water?
SPN:01:012:C	You put your arm around me for the first time
SPN:01:013:C	You made a rebel of a careless man's careful daughter
SPN:01:014:C	You are the best thing that's ever been mine
SPN:01:015:V	Flash forward and we're taking on the world together
SPN:01:016:V	And there's a drawer of my things at your place
SPN:01:017:V	You learn my secrets and you figure out why I'm guarded
SPN:01:018:V	You say we'll never make my parents' mistakes
SPN:01:019:C	But we got bills to pay
SPN:01:020:C	We got nothing figured out
SPN:01:021:C	When it was hard to take
SPN:01:022:C	Yes, yes, this is what I thought about
SPN:01:023:C	Do you remember, we were sitting there by the water?
SPN:01:024:C	You put your arm around me for the first time
