"Word"	"PoSes"	"FqBand"	"OECRank"	"CEFRLevel"	"NextWord1"	"NextWord2"	"NextWord3"	"Length"	"Reps"	"Count"	"Verse"	"Bridge"	"Chorus"	"Refrain"	"InOut"	"Albums"	"Songs"	"AlbumOccurrences"
"expecting"	"Verb"	6		"A2"	"some#1"	""	""	9	0	1	1	0	0	0	0	1	1	"RED#1"
"expects"	"Verb"	6		"A2"	""	""	""	7	0	1	0	0	1	0	0	1	1	"MID#1"
"explain"	"Verb"	6		"A1"	""	""	""	7	0	2	0	1	1	0	0	2	2	"SPN#1, REP#1"
"fall"	"Verb, Noun"	6		"A1"	"into#7"	"down#5"	"apart#4"	4	0	53	19	1	29	0	4	8	26	"TSW#3, FER#22, SPN#3, RED#13, NEN#3, ...MANY"
"falls"	"Verb, Noun"	6		"A1"	"apart#1"	""	""	5	0	11	9	2	0	0	0	3	4	"FER#1, SPN#9, RED#1"
"grew"	"Verb"	6		"A1"	"between#3"	"back#1"	"darker#1"	4	0	13	4	2	7	0	0	8	9	"FER#1, SPN#3, RED#1, NEN#2, REP#1, ...MANY"
"grow"	"Verb"	6		"A1"	"into#1"	"right#1"	""	4	0	41	2	2	33	0	4	5	6	"SPN#23, RED#1, FOL#2, EVE#2, TPD#13"
"grows"	"Verb"	6		"A1"	""	""	""	5	0	4	0	0	4	0	0	1	1	"EVE#4"
"hit"	"Verb, Noun, Adje"	6		"A2"	"baby#3"	""	""	3	0	28	12	1	14	0	1	7	13	"SPN#4, NEN#9, REP#2, LVR#2, FOL#3, ...MANY"
"hits"	"Verb, Noun"	6		"A2"	"different#16"	"ya#1"	""	4	0	18	2	0	14	0	2	3	3	"FER#1, MID#16, TPD#1"
"hope"	"Verb, Noun"	6		"A1"	"your#3"	"is#2"	"it's#2"	4	0	57	8	9	27	1	12	10	20	"TSW#13, FER#2, SPN#8, RED#7, NEN#1, ...MANY"
"hoped"	"Verb"	6		"A1"	"you'd#1"	""	""	5	0	1	0	1	0	0	0	1	1	"TPD#1"
"hopes"	"Verb, Noun"	6		"A1"	"too#1"	""	""	5	0	7	2	1	3	0	1	4	5	"SPN#1, RED#2, NEN#1, TPD#3"
"hopin'"	"Verb, Cont"	6		"A1"	""	""	""	6	0	13	2	1	9	0	1	2	4	"FER#5, RED#8"
"hoping"	"Verb"	6		"A1"	"dreaming#1"	"you'd#1"	""	6	0	8	5	0	1	0	2	7	7	"TSW#1, SPN#1, RED#1, NEN#1, REP#1, ...MANY"
"join"	"Verb, Noun"	6		"A1"	""	""	""	4	0	1	1	0	0	0	0	1	1	"REP#1"
"listen"	"Verb, Noun"	6		"A1"	"'cause#1"	""	""	6	0	7	3	3	1	0	0	7	7	"TSW#1, FER#1, RED#1, REP#1, LVR#1, ...MANY"
"listened"	"Verb"	6		"A1"	""	""	""	8	0	1	0	1	0	0	0	1	1	"TSW#1"
"miss"	"Verb, Noun"	6		"A1"	"misery#3"	"screamin'#3"	"gonna#1"	4	0	71	13	12	42	0	4	9	28	"FER#10, SPN#7, RED#23, NEN#5, REP#4, ...MANY"
"open"	"Verb, Adje, Adve"	6		"A1"	"game#2"	"your#2"	"autumn#1"	4	0	16	7	2	6	0	1	10	13	"TSW#1, FER#3, SPN#1, RED#2, NEN#2, ...MANY"
"opens"	"Verb"	6		"A1"	""	""	""	5	0	1	0	0	1	0	0	1	1	"FER#1"
"pass"	"Verb, Noun"	6		"A2"	""	""	""	4	0	9	9	0	0	0	0	5	7	"SPN#1, RED#1, NEN#3, LVR#1, TPD#3"
"pick"	"Verb, Noun"	6		"A2"	"somewhere#1"	"your#1"	""	4	0	20	5	1	12	0	2	7	12	"FER#4, RED#5, NEN#1, EVE#1, MID#1, ...MANY"
"picks"	"Verb, Noun"	6		"A2"	""	""	""	5	0	1	1	0	0	0	0	1	1	"RED#1"
"pull"	"Verb, Noun"	6		"A2"	""	""	""	4	0	8	5	2	1	0	0	4	8	"FER#2, SPN#1, RED#2, TPD#3"
"raise"	"Verb, Noun"	6		"A2"	"worse#1"	""	""	5	0	2	1	0	1	0	0	1	2	"TPD#2"
"reach"	"Verb, Noun"	6		"A2"	""	""	""	5	0	3	1	0	2	0	0	3	3	"SPN#1, RED#1, TPD#1"
"reached"	"Verb"	6		"A2"	""	""	""	7	0	5	1	1	3	0	0	3	3	"RED#1, NEN#1, MID#3"
"reaches"	"Verb, Noun"	6		"A2"	""	""	""	7	0	1	0	0	1	0	0	1	1	"EVE#1"
"realize"	"Verb"	6		"A2"	"your#1"	""	""	7	0	6	3	1	2	0	0	4	5	"TSW#2, FER#1, RED#2, MID#1"
"realizing"	"Verb"	6		"A2"	"there's#1"	""	""	9	0	2	2	0	0	0	0	1	1	"RED#2"
"reports"	"Verb, Noun"	6		"A2"	""	""	""	7	0	1	1	0	0	0	0	1	1	"EVE#1"
"return"	"Verb, Noun, Adje"	6		"A1"	""	""	""	6	0	2	1	1	0	0	0	2	2	"FOL#1, TPD#1"
"save"	"Verb, Prep, Noun, Conj"	6		"A2"	"us#2"	"'em#1"	"some#1"	4	0	29	5	7	15	0	2	7	10	"TSW#1, FER#6, SPN#6, REP#10, LVR#2, ...MANY"
"sell"	"Verb, Noun"	6		"A1"	""	""	""	4	0	3	1	1	1	0	0	2	3	"TPD#2, LSG#1"
"sells"	"Verb"	6		"A1"	""	""	""	5	0	1	1	0	0	0	0	1	1	"TPD#1"
"send"	"Verb"	6		"A1"	""	""	""	4	0	3	3	0	0	0	0	3	3	"SPN#1, NEN#1, FOL#1"
"sent"	"Verb"	6		"A1"	"away#1"	"home#1"	""	4	0	7	3	3	0	0	1	3	6	"LVR#1, FOL#1, TPD#5"
"serve"	"Verb, Noun"	6		"A2"	""	""	""	5	0	4	0	0	4	0	0	1	1	"FOL#4"
"share"	"Verb, Noun"	6		"A1"	""	""	""	5	0	3	3	0	0	0	0	3	3	"FER#1, REP#1, LVR#1"
"teach"	"Verb"	6		"A1"	"'em#1"	"some#1"	""	5	0	3	2	1	0	0	0	3	3	"SPN#1, RED#1, MID#1"
"teaches"	"Verb"	6		"A1"	""	""	""	7	0	1	0	1	0	0	0	1	1	"EVE#1"
"walk"	"Verb, Noun"	6		"A1"	"away#16"	"Cornelia-Street#12"	"past#2"	4	0	53	19	2	29	0	3	10	27	"TSW#4, FER#7, SPN#6, RED#4, NEN#3, ...MANY"
"walked"	"Verb"	6		"A1"	"down#2"	"through#2"	"away#1"	6	0	22	6	5	7	0	4	7	12	"TSW#1, FER#2, SPN#2, RED#12, NEN#1, ...MANY"
"walks"	"Verb, Noun"	6		"A1"	""	""	""	5	0	2	2	0	0	0	0	1	2	"TSW#2"
"wear"	"Verb, Noun"	6		"A1"	"anymore#1"	"sneakers#1"	"t-shirts#1"	4	0	8	5	1	2	0	0	6	7	"FER#2, SPN#1, RED#1, NEN#1, REP#2, ...MANY"
"wears"	"Verb, Noun"	6		"A1"	"high#1"	"short#1"	""	5	0	2	0	0	2	0	0	1	1	"FER#2"
"wore"	"Verb"	6		"A1"	"high#1"	""	""	4	0	5	3	0	2	0	0	3	3	"FER#2, RED#1, EVE#2"
"beautiful"	"Adje"	7		"A1"	"tragic#6"	"magic#5"	"every#3"	9	10	59	14	5	36	0	4	10	23	"TSW#18, FER#7, SPN#5, RED#14, REP#1, ...MANY"
"blue"	"Adje, Noun, Verb"	7		"A1"	"eyes#6"	"jeans#5"	"like#3"	4	0	39	17	2	18	0	2	10	25	"TSW#6, SPN#1, RED#8, NEN#3, REP#3, ...MANY"
"certain"	"Adje, Adve"	7		"A2"	"we'll#2"	"skill#1"	""	7	0	3	1	2	0	0	0	2	2	"EVE#2, TPD#1"
"close"	"Adje, Verb, Adve, Noun"	7		"A2"	"your#4"	"enough#2"	"friends#1"	5	0	27	9	3	10	1	4	10	13	"FER#6, SPN#2, RED#2, NEN#1, REP#1, ...MANY"
"current"	"Adje, Noun"	7		"B1"	"flies#1"	"like#1"	""	7	0	2	1	1	0	0	0	2	2	"EVE#1, TPD#1"
"dark"	"Adje, Noun"	7		"A1"	"gray#4"	"night#3"	"room#3"	4	0	44	17	4	23	0	0	10	29	"FER#4, SPN#5, RED#4, NEN#10, REP#5, ...MANY"
"darker"	"Adje"	7		"A1"	""	""	""	6	0	1	1	0	0	0	0	1	1	"NEN#1"
"darkest"	"Adje"	7		"A1"	"dark#1"	"grey#1"	"little#1"	7	0	5	2	2	1	0	0	4	5	"RED#1, NEN#1, REP#2, EVE#1"
"difficult"	"Adje"	7		"A1"	""	""	""	9	0	1	0	0	1	0	0	1	1	"FER#1"
"entire"	"Adje"	7		"B2"	"time#1"	"torrid#1"	""	6	0	2	1	0	1	0	0	2	2	"MID#1, TPD#1"
"final"	"Adje, Noun"	7		"A1"	"blow#1"	""	""	5	0	1	1	0	0	0	0	1	1	"FER#1"
"foreign"	"Adje"	7		"A2"	"land#1"	""	""	7	0	2	1	0	1	0	0	2	2	"SPN#1, TPD#1"
"hot"	"Adje, Adve"	7		"A1"	"house#1"	"let's#1"	"take#1"	3	0	9	5	1	3	0	0	3	6	"SPN#1, TPD#1, LSG#7"
"left"	"Adje, Noun, Adve"	7		"A1"	"them#3"	"your#2"	"Cornelia-Street#1"	4	0	65	24	6	33	0	2	13	38	"TSW#1, FER#5, SPN#6, RED#2, NEN#6, ...MANY"
"likely"	"Adje, Adve"	7		"A2"	""	""	""	6	0	3	0	0	3	0	0	1	1	"LVR#3"
"main"	"Adje, Noun, Adve"	7		"A1"	"guy#1"	""	""	4	0	1	0	1	0	0	0	1	1	"MID#1"
"med"	"Adje"	7		"A2"	"school#1"	""	""	3	0	1	1	0	0	0	0	1	1	"FOL#1"
"natural"	"Adje, Adve, Noun"	7		"A1"	"scene#1"	""	""	7	0	2	1	1	0	0	0	2	2	"FOL#1, TPD#1"
"past"	"Adje, Noun, Prep, Adve"	7		"A1"	"is#2"	"quick#2"	"days#1"	4	0	27	14	4	9	0	0	10	22	"TSW#2, FER#4, SPN#2, RED#5, NEN#2, ...MANY"
"perfect"	"Adje, Verb"	7		"A1"	"day#4"	"place#3"	"night#2"	7	0	23	12	2	9	0	0	9	17	"TSW#4, FER#4, RED#3, NEN#4, REP#1, ...MANY"
"ready"	"Adje, Verb, Adve, Noun"	7		"A1"	""	""	""	5	0	11	2	2	4	2	1	5	6	"TSW#1, SPN#1, REP#5, LVR#2, EVE#2"
"recent"	"Adje"	7		"A2"	"events#1"	""	""	6	0	1	1	0	0	0	0	1	1	"TPD#1"
"red"	"Adje"	7		"A1"	"lips#5"	"lip#3"	"lipstick#3"	3	32	67	5	4	58	0	0	7	14	"RED#49, NEN#8, REP#4, LVR#2, FOL#1, ...MANY"
"safe"	"Adje, Noun, Adve"	7		"A2"	"doesn't#2"	"is#2"	"than#1"	4	0	8	2	5	1	0	0	4	6	"RED#2, MID#1, TPD#3, LSG#2"
"short"	"Adje, Adve, Verb"	7		"A1"	"time#3"	"skirt#1"	"skirts#1"	5	0	16	1	0	13	0	2	5	6	"FER#1, SPN#1, EVE#8, MID#3, TPD#3"
"simple"	"Adje, Noun"	7		"A2"	"name#3"	"never#3"	"complication#1"	6	0	18	3	1	14	0	0	8	10	"FER#3, SPN#5, RED#4, NEN#1, REP#2, ...MANY"
"single"	"Adje, Noun, Verb"	7		"A2"	"vow#7"	"day#2"	"glimpse#2"	6	0	30	8	5	16	0	1	10	18	"FER#2, SPN#11, RED#1, REP#1, LVR#1, ...MANY"
"supposed"	"Adje"	7		""	""	""	""	8	0	11	4	3	4	0	0	7	7	"FER#2, SPN#2, RED#1, LVR#2, EVE#1, ...MANY"
"'stead"	"Adve, Cont"	7		"A2"	""	""	""	6	0	1	0	0	1	0	0	1	1	"TSW#1"
"absolutely"	"Adve"	7		"B1"	"has#1"	""	""	10	0	1	1	0	0	0	0	1	1	"SPN#1"
"forward"	"Adve, Adje, Noun, Verb"	7		"A2"	""	""	""	7	0	9	1	1	6	0	1	4	4	"SPN#1, NEN#3, EVE#4, TPD#1"
"instead"	"Adve, Prep"	7		"A2"	""	""	""	7	0	13	5	2	6	0	0	6	10	"TSW#3, SPN#4, RED#2, FOL#1, EVE#1, ...MANY"
"nearly"	"Adve"	7		"A2"	"lost#1"	""	""	6	0	1	0	1	0	0	0	1	1	"MID#1"
"quickly"	"Adve"	7		"A1"	"forgiven#1"	""	""	7	0	2	2	0	0	0	0	2	2	"NEN#1, OTH#1"
"rather"	"Adve, Prep, Conj"	7		"A2"	"burn#1"	"love#1"	""	6	0	3	1	1	1	0	0	3	3	"SPN#1, LVR#1, TPD#1"
"soon"	"Adve, Conj"	7		"A1"	"you'll#8"	"she's#3"	"enough#2"	4	0	33	11	3	19	0	0	8	15	"FER#2, SPN#5, NEN#1, REP#4, LVR#13, ...MANY"
"tonight"	"Adve"	7		"A1"	"i'm#4"	"feels#3"	"he's#1"	7	0	33	8	9	13	0	3	8	22	"TSW#1, FER#5, SPN#6, RED#9, FOL#2, ...MANY"
"tonight's"	"Adve"	7		"A1"	""	""	""	9	0	2	0	0	2	0	0	1	1	"RED#2"
"usually"	"Adve"	7		"A1"	""	""	""	7	0	1	0	1	0	0	0	1	1	"FER#1"
"half"	"Dete, Noun, Adve"	7		"A1"	"i'm#3"	"asleep#1"	"awake#1"	4	0	16	7	3	6	0	0	7	9	"TSW#6, FER#2, SPN#2, RED#1, NEN#2, ...MANY"
"whatever"	"Dete"	7		"B1"	"it's#2"	""	""	8	0	4	1	1	1	0	1	3	3	"FER#1, REP#1, LVR#2"
"whose"	"Dete"	7		"A2"	"laugh#4"	"portrait's#1"	"shine#1"	5	0	6	1	2	1	0	2	3	3	"RED#1, REP#4, LSG#1"
"hi"	"Inte"	7		"A1"	""	""	""	2	0	8	1	3	4	0	0	2	2	"FER#1, MID#7"
"uh"	"Inte"	7		""	""	""	""	2	4	11	3	0	7	0	1	3	6	"REP#2, LVR#4, LSG#5"
"account"	"Noun, Verb"	7		"B1"	""	""	""	7	0	1	1	0	0	0	0	1	1	"EVE#1"
"accounts"	"Noun, Verb"	7		"B1"	""	""	""	8	0	1	1	0	0	0	0	1	1	"TPD#1"
"act"	"Noun, Verb"	7		"B1"	"like#6"	"insane#2"	""	3	0	8	3	1	4	0	0	4	6	"FER#2, SPN#2, REP#1, TPD#3"
"amount"	"Noun, Verb"	7		"A2"	""	""	""	6	0	6	1	1	3	0	1	3	3	"FER#3, SPN#1, FOL#2"
"animal"	"Noun, Adje"	7		"A1"	""	""	""	6	0	1	1	0	0	0	0	1	1	"TPD#1"
"answer"	"Noun, Verb, Prep"	7		"A1"	""	""	""	6	0	4	2	1	1	0	0	4	4	"RED#1, EVE#1, MID#1, LSG#1"
"artist"	"Noun"	7		"A1"	""	""	""	6	0	1	1	0	0	0	0	1	1	"TPD#1"
"attack"	"Noun, Verb"	7		"A2"	""	""	""	6	0	2	2	0	0	0	0	2	2	"LVR#1, TPD#1"
"attention"	"Noun"	7		"A2"	""	""	""	9	0	3	2	0	0	0	1	3	3	"SPN#1, RED#1, LSG#1"
"ball"	"Noun, Verb"	7		"A1"	"gowns#1"	"makes#1"	""	4	0	6	2	1	1	0	2	4	4	"FER#1, RED#2, TPD#2, LSG#1"
"bed"	"Noun, Verb"	7		"A1"	"down#1"	"full#1"	"has#1"	3	0	29	12	5	8	3	1	11	24	"TSW#2, SPN#1, RED#2, NEN#5, REP#1, ...MANY"
"beds"	"Noun, Verb"	7		"A1"	""	""	""	4	0	2	1	0	1	0	0	2	2	"TSW#1, RED#1"
"bills"	"Noun, Verb"	7		"A1"	""	""	""	5	0	2	1	0	1	0	0	2	2	"SPN#1, RED#1"
"bit"	"Noun, Adve"	7		"A2"	"'cause#1"	"longer#1"	"older#1"	3	0	3	1	0	1	1	0	2	3	"NEN#1, REP#2"
"blood"	"Noun, Verb"	7		"A2"	"hey#10"	"moonlit#3"	"rushed#3"	5	0	38	3	3	32	0	0	5	12	"NEN#19, FOL#2, EVE#1, MID#7, TPD#9"
"blood's"	"Noun, Verb"	7		"A2"	"thick#2"	""	""	7	0	2	0	2	0	0	0	1	1	"TPD#2"
"board"	"Noun, Verb"	7		"A2"	""	""	""	5	0	1	1	0	0	0	0	1	1	"TPD#1"
"boards"	"Noun, Verb"	7		"A2"	""	""	""	6	0	1	1	0	0	0	0	1	1	"TPD#1"
"box"	"Noun, Verb"	7		"A1"	"beneath#1"	""	""	3	0	4	2	0	1	0	1	3	3	"TSW#1, SPN#2, TPD#1"
"boxes"	"Noun, Verb"	7		"A1"	""	""	""	5	0	1	0	0	1	0	0	1	1	"NEN#1"
"brain"	"Noun, Verb"	7		"A2"	""	""	""	5	0	2	2	0	0	0	0	2	2	"NEN#1, TPD#1"
"camera"	"Noun"	7		"A1"	"bitch#2"	"flashes#2"	""	6	0	4	2	0	2	0	0	2	3	"RED#1, TPD#3"
"cameras"	"Noun"	7		"A1"	"catch#2"	""	""	7	0	2	0	0	2	0	0	1	1	"LVR#2"
"card"	"Noun, Verb"	7		"A1"	"cancelled#1"	"game#1"	"sharks#1"	4	0	4	2	1	1	0	0	4	4	"SPN#1, LVR#1, FOL#1, LSG#1"
"cards"	"Noun"	7		"A1"	"are#1"	""	""	5	0	4	3	0	0	1	0	3	4	"SPN#2, NEN#1, TPD#1"
"cell"	"Noun"	7		"B2"	"phones#1"	"spy#1"	""	4	0	4	1	1	2	0	0	2	3	"FOL#1, TPD#3"
"character"	"Noun"	7		"A2"	""	""	""	9	0	1	1	0	0	0	0	1	1	"LSG#1"
"choice"	"Noun, Adje"	7		"A2"	"is#1"	""	""	6	0	9	2	1	6	0	0	4	5	"SPN#1, RED#2, EVE#4, TPD#2"
"choices"	"Noun"	7		"A2"	"that's#1"	""	""	7	0	3	2	1	0	0	0	3	3	"FER#1, REP#1, MID#1"
"club"	"Noun, Verb"	7		"A1"	"doin'#1"	"party#1"	"promoter#1"	4	0	8	6	1	1	0	0	6	8	"RED#2, REP#1, LVR#1, MID#2, TPD#1, ...MANY"
"condition"	"Noun, Verb"	7		"A2"	"is#1"	""	""	9	0	1	0	0	1	0	0	1	1	"NEN#1"
"county"	"Noun"	7		"B2"	"roads#1"	""	""	6	0	1	1	0	0	0	0	1	1	"FER#1"
"crime"	"Noun"	7		"A2"	""	""	""	5	0	7	2	0	2	0	3	3	3	"NEN#1, REP#1, EVE#5"
"crimes"	"Noun"	7		"A2"	""	""	""	6	0	3	3	0	0	0	0	3	3	"REP#1, MID#1, TPD#1"
"culture's"	"Noun"	7		"A1"	"clever#1"	""	""	9	0	1	0	1	0	0	0	1	1	"MID#1"
"cups"	"Noun"	7		"A1"	""	""	""	4	0	1	0	1	0	0	0	1	1	"REP#1"
"dad"	"Noun"	7		"A1"	"again#1"	"gets#1"	"is#1"	3	0	5	2	2	1	0	0	5	5	"FER#1, SPN#1, RED#1, FOL#1, TPD#1"
"daughter"	"Noun"	7		"A1"	"someone's#1"	"was#1"	""	8	0	9	3	0	6	0	0	4	5	"SPN#5, FOL#1, TPD#1, LSG#2"
"deal"	"Noun, Verb"	7		"B1"	""	""	""	4	0	6	1	0	5	0	0	3	3	"LVR#1, MID#4, LSG#1"
"deals"	"Noun, Verb"	7		"B1"	""	""	""	5	0	2	0	0	2	0	0	1	1	"LSG#2"
"decade"	"Noun"	7		"B1"	""	""	""	6	0	3	3	0	0	0	0	2	3	"SPN#1, TPD#2"
"defense"	"Noun"	7		""	""	""	""	7	0	3	0	0	3	0	0	1	1	"FOL#3"
"design"	"Noun, Verb"	7		"A1"	""	""	""	6	0	2	0	0	2	0	0	1	1	"MID#2"
"details"	"Noun, Verb"	7		"A1"	""	""	""	7	0	2	0	0	2	0	0	1	1	"FOL#2"
"dog"	"Noun, Verb"	7		"A1"	"days#3"	""	""	3	0	4	0	4	0	0	0	2	2	"FOL#1, EVE#3"
"dogs"	"Noun, Verb"	7		"A1"	""	""	""	4	0	1	1	0	0	0	0	1	1	"LSG#1"
"dollar"	"Noun"	7		"A1"	""	""	""	6	0	1	1	0	0	0	0	1	1	"FER#1"
"dollars"	"Noun"	7		"A1"	""	""	""	7	0	2	0	2	0	0	0	1	1	"LVR#2"
"dream"	"Noun, Verb"	7		"A2"	"impossible#4"	"girl#1"	"high#1"	5	0	44	9	5	26	0	4	9	20	"FER#7, RED#10, NEN#9, LVR#1, FOL#4, ...MANY"
"dreams"	"Noun, Verb"	7		"A2"	"ah#8"	"aren't#1"	"engulfed#1"	6	0	51	6	14	29	0	2	10	27	"FER#4, RED#6, NEN#9, REP#13, LVR#4, ...MANY"
"earth"	"Noun"	7		"A2"	""	""	""	5	0	1	0	1	0	0	0	1	1	"TPD#1"
"east"	"Noun"	7		"A1"	"clowns#1"	""	""	4	0	1	1	0	0	0	0	1	1	"FOL#1"
"feelin'"	"Noun, Cont"	7		"A1"	"like#10"	"since#4"	"your#4"	7	0	40	7	5	28	0	0	4	17	"FER#15, SPN#5, RED#12, REP#8"
"feeling"	"Noun"	7		"A1"	"i've#3"	"helpless#1"	"hopeless#1"	7	0	17	7	2	8	0	0	6	11	"TSW#1, FER#1, SPN#1, LVR#5, EVE#4, ...MANY"
"feelings"	"Noun"	7		"A1"	"more#1"	""	""	8	0	3	3	0	0	0	0	3	3	"REP#1, LVR#1, MID#1"
"figure"	"Noun, Verb"	7		"A2"	""	""	""	6	0	8	3	0	5	0	0	4	5	"TSW#2, FER#1, SPN#1, LSG#4"
"fire"	"Noun, Verb"	7		"A1"	"could#1"	"inside#1"	"invisible#1"	4	0	18	8	4	6	0	0	10	17	"TSW#1, SPN#2, RED#1, REP#1, LVR#1, ...MANY"
"floor"	"Noun, Verb"	7		"A1"	"wearin'#3"	"after#2"	"anyway#1"	5	0	30	14	1	14	0	1	8	18	"SPN#8, RED#7, REP#5, LVR#1, FOL#1, ...MANY"
"floors"	"Noun, Verb"	7		"A1"	"underneath#1"	""	""	6	0	4	3	0	1	0	0	3	4	"NEN#1, EVE#2, LSG#1"
"future"	"Noun, Adje"	7		"A1"	"was#1"	""	""	6	0	1	1	0	0	0	0	1	1	"RED#1"
"future's"	"Noun, Adje"	7		"A1"	"bright#1"	""	""	8	0	1	0	0	0	0	1	1	1	"TPD#1"
"goal"	"Noun"	7		"A2"	""	""	""	4	0	2	0	0	2	0	0	1	1	"TPD#2"
"ground"	"Noun, Verb, Adje"	7		"A2"	"hit#4"	"oh#2"	"looks#1"	6	3	38	14	5	19	0	0	10	20	"TSW#3, FER#2, SPN#7, RED#7, NEN#8, ...MANY"
"gun"	"Noun, Verb"	7		"A2"	"underneath#1"	"was#1"	""	3	0	7	2	1	4	0	0	4	5	"RED#1, REP#1, FOL#1, TPD#4"
"guns"	"Noun, Verb"	7		"A2"	""	""	""	4	0	1	0	0	1	0	0	1	1	"NEN#1"
"hair"	"Noun"	7		"A1"	"falling#2"	"slicked#2"	"undone#2"	4	0	32	12	4	11	0	5	10	20	"TSW#2, FER#2, SPN#2, RED#6, NEN#5, ...MANY"
"hell"	"Noun"	7		"B2"	"you've#3"	"'cause#1"	"did#1"	4	0	24	10	4	10	0	0	7	15	"RED#2, NEN#2, LVR#1, FOL#2, MID#3, ...MANY"
"hospital"	"Noun"	7		"A1"	"gray#1"	"room#1"	"was#1"	8	0	3	1	1	1	0	0	3	3	"RED#1, NEN#1, TPD#1"
"husband"	"Noun, Verb"	7		"A1"	"disappeared#1"	"is#1"	""	7	0	3	2	0	1	0	0	2	3	"MID#1, TPD#2"
"husband's"	"Noun, Verb"	7		"A1"	"actin'#1"	"wine#1"	""	9	0	2	2	0	0	0	0	1	2	"EVE#2"
"husbands"	"Noun"	7		"A1"	""	""	""	8	0	1	1	0	0	0	0	1	1	"TPD#1"
"industry"	"Noun"	7		"A2"	"disruptors#1"	""	""	8	0	1	0	1	0	0	0	1	1	"MID#1"
"island"	"Noun"	7		"A1"	"breeze#3"	"punished#1"	""	6	0	5	1	0	4	0	0	2	2	"REP#4, LVR#1"
"justice"	"Noun"	7		"B2"	"karma#1"	""	""	7	0	1	0	1	0	0	0	1	1	"MID#1"
"king"	"Noun"	7		"A2"	"baby#1"	""	""	4	0	9	2	1	6	0	0	3	3	"NEN#1, REP#7, MID#1"
"king's"	"Noun"	7		"A2"	"horses#1"	"men#1"	""	6	0	2	0	0	2	0	0	1	1	"LVR#2"
"kings"	"Noun"	7		"A2"	""	""	""	5	0	3	3	0	0	0	0	2	2	"SPN#2, REP#1"
"ladies"	"Noun"	7		"A2"	"always#1"	"know#1"	"lunchin'#1"	6	0	5	1	4	0	0	0	3	4	"LVR#2, EVE#1, MID#2"
"lady"	"Noun"	7		"A2"	"simply#1"	""	""	4	0	3	1	1	1	0	0	3	3	"FER#1, MID#1, TPD#1"
"land"	"Noun, Verb"	7		"A1"	"somewhere#1"	""	""	4	0	13	5	1	7	0	0	7	8	"SPN#1, RED#1, LVR#1, FOL#1, EVE#1, ...MANY"
"language"	"Noun"	7		"A1"	""	""	""	8	0	1	0	1	0	0	0	1	1	"FOL#1"
"letter"	"Noun, Verb"	7		"A1"	"left#1"	""	""	6	0	10	1	1	8	0	0	4	4	"TSW#2, FER#1, EVE#6, MID#1"
"letters"	"Noun"	7		"A1"	"every#2"	"ever#1"	"now#1"	7	0	7	3	1	3	0	0	6	6	"SPN#2, NEN#1, EVE#1, MID#1, TPD#1, ...MANY"
"list"	"Noun, Verb"	7		"A1"	""	""	""	4	0	23	2	0	21	0	0	5	6	"SPN#2, RED#5, NEN#6, REP#2, LSG#8"
"loss"	"Noun"	7		"B1"	""	""	""	4	0	1	0	0	1	0	0	1	1	"TPD#1"
"meetin'"	"Noun, Cont"	7		"A1"	""	""	""	7	0	1	1	0	0	0	0	1	1	"SPN#1"
"meeting"	"Noun"	7		"A1"	"like#3"	""	""	7	0	4	0	0	4	0	0	2	2	"MID#1, TPD#3"
"meetings"	"Noun"	7		"A1"	""	""	""	8	0	3	1	0	2	0	0	1	1	"FOL#3"
"memories"	"Noun"	7		"A2"	"feel#3"	"break#1"	"start#1"	8	0	17	2	3	3	6	3	5	6	"SPN#1, NEN#3, REP#9, MID#3, TPD#1"
"memory"	"Noun"	7		"A2"	"over#2"	"fade#1"	"garden#1"	6	0	10	3	4	3	0	0	5	6	"RED#1, FOL#3, MID#3, TPD#1, LSG#2"
"message"	"Noun, Verb"	7		"A1"	""	""	""	7	0	9	0	1	8	0	0	3	3	"RED#6, LVR#1, TPD#2"
"mile"	"Noun"	7		"A1"	"away#1"	""	""	4	0	1	1	0	0	0	0	1	1	"TPD#1"
"miles"	"Noun"	7		"A1"	"wide#1"	""	""	5	0	4	1	0	3	0	0	3	3	"LVR#2, TPD#1, LSG#1"
"mom"	"Noun"	7		"A1"	""	""	""	3	0	4	2	0	2	0	0	3	3	"SPN#1, NEN#2, EVE#1"
"mom's"	"Noun"	7		"A1"	"ring#2"	"droppin'#1"	""	5	0	3	1	0	2	0	0	2	2	"SPN#1, EVE#2"
"moms"	"Noun"	7		"A1"	"are#1"	""	""	4	0	1	1	0	0	0	0	1	1	"TPD#1"
"opinion"	"Noun"	7		"A1"	""	""	""	7	0	1	0	1	0	0	0	1	1	"SPN#1"
"page"	"Noun, Verb"	7		"A1"	"you're#1"	""	""	4	0	10	6	1	3	0	0	5	8	"SPN#3, RED#2, REP#3, LVR#1, MID#1"
"pages"	"Noun, Verb"	7		"A1"	"are#1"	"ripped#1"	"turn#1"	5	0	5	3	2	0	0	0	5	5	"FER#1, NEN#1, LVR#1, EVE#1, MID#1"
"pain"	"Noun, Verb"	7		"A2"	"was#4"	"fits#3"	"mosaic#2"	4	0	31	4	0	25	0	2	8	15	"SPN#6, RED#2, NEN#4, FOL#1, EVE#8, ...MANY"
"park"	"Noun, Verb"	7		"A1"	"bench#1"	"where#1"	""	4	0	3	2	1	0	0	0	3	3	"FER#1, EVE#1, TPD#1"
